"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1617002576876302336","Sun Jan 22 03:33:51 +0000 2023","0","halo halo ges!! yuk semua vaksin ready!! yang mau pergi pergian? mau konser?!? tapi belum vaksin? yuk ke aku!! setelah input data langsung masuk ke apk PL!! #zonauang #BeyonceInDubai #NCTDREAM_THEDREAMSHOW2_in_JAKARTA #Beyonce #NCT127_NEOCITY_THE_LINK","1617002576876302336","","","in","","0","0","0","https://x.com/jasasegalajasa/status/1617002576876302336","1605473006494822401","jasasegalajasa"
"1637471560373268480","Sun Mar 19 15:10:17 +0000 2023","0","OPEN JASTIP WAR KONSER SUGA AGUST D TOUR IN JAKARTA Fee 300k/tix Hanya bantu war Fee dibayar ketika fix dapat 100% trusted Bisa data diri sendiri Pengalaman dapet tiket allo bank day 1&amp;2 TXT in jakarta NCT the link 127 kindly DM me #AgustDinJKT #SUGA_AgustD_TOUR_in_Jakarta","1637471560373268480","","","in","Indonesia ","0","2","0","https://x.com/strollingmoon/status/1637471560373268480","1455024923731062787","strollingmoon"
"1638451989574197250","Wed Mar 22 08:06:09 +0000 2023","0","OPEN JASTIP WAR TIKET KONSER SUGA AGUST D TOUR IN JAKARTA Fee 300k/tix Hanya bantu war Fee dibayar ketika fix dapat 100% trusted Bisa data diri sendiri Pengalaman dpt tiket allobank TXT NCT the link kindly DM me #AgustDinJKT #SUGA_AgustD_TOUR_in_Jakarta","1638451989574197250","","","in","Indonesia ","1","1","0","https://x.com/strollingmoon/status/1638451989574197250","1455024923731062787","strollingmoon"
"1633293759407595521","Fri Mar 10 04:36:35 +0000 2023","0","@audimarissa_ Ini juga yang nipu gue pas konser THE LINK IN JAKARTA","1634050592384638976","","audimarissa_","in","","0","0","0","https://x.com/origamiane/status/1634050592384638976","1555124875726954496","origamiane"
"1618244371639599104","Thu Jan 26 15:08:42 +0000 2023","1","Yuk WTS tiket konser Treasure Hello in Jakarta sec Purple B masih ada ya Ini sedikit POV buat Sec ini ya dari konser the link kemarin. Berhubung lokasinya sama kurleb gini tampaknya #TREASURE_HELLOinJKT","1618626991758114821","","queenamatcha","in","Nebula","0","2","0","https://x.com/queenamatcha/status/1618626991758114821","1288017404287565825","queenamatcha"
"1620771044448673792","Wed Feb 01 13:10:42 +0000 2023","0","[Penitipan barang di konser NCT 127 The Link in Jakarta 2022 Day 1 &amp; Day 2] https://t.co/IdU50KnYKV","1620771624038588416","","KontanShop","in","Bekasi - Jakarta Timur","0","1","0","https://x.com/KontanShop/status/1620771624038588416","1351009084640784386","KontanShop"
"1626222371291136007","Thu Feb 16 14:10:01 +0000 2023","11","OPEN JASA WAR TIKET KONSER AUGUST D. TOUR IN JAKARTA ️ = 26-28 Mei 2023 ⏰ = TBA FEE = 150k/tix Pengalaman jastip &amp; war tiket konser (svt tds2 the link trejo) Bookslot DP 50k/tix t. Jasa war tiket konser. August d. Suga. August D tour. #jastip #jasawarticket https://t.co/5C7pvXrq2m","1626222371291136007","https://pbs.twimg.com/media/FpGAdrnagAU5q7B.jpg","","in","","3","4","4","https://x.com/hellobebears/status/1626222371291136007","1514470263261626371","hellobebears"
"1618979917814988801","Fri Jan 27 14:31:06 +0000 2023","36","OPEN JASWAR TIKET KONSER NCT DREAM: THE DREAM SHOW 2 in Jakarta Fee 300K/tiket Diurus sampai tiket fisik Bank / e-wallet / spaylater (co shopee) DM AJA YAA Pengalaman war tiket justin bieber dan the link #NCTDREAM #TDS2inJKT #THEDREAMSHOW2_in_Jakarta #THEDREAMSHOW2","1618979917814988801","","","in","Indonesia","1","2","173","https://x.com/ykzirtrack/status/1618979917814988801","584765978","ykzirtrack"
"1626598163716136963","Fri Feb 17 15:14:41 +0000 2023","5","pas the link sebelumnya aku liat sendiri yg gabisa di scan tiketnya nyes.. ga hanya satu tp banyaaakk:( dari yg beli dari penipu scam atau wtt wtt hadeee emang dah wtb wts wtt tiket konser tds 2 jakarta nct the dream show #THEDREAMSHOW2_in_JKT #TDS2inJAKARTA","1626601033903525889","","wwmg_17","in","svt stan since svt tv 2013","1","2","0","https://x.com/wwmg_17/status/1626601033903525889","363990661","wwmg_17"
"1612094897494065158","Sun Jan 08 14:36:40 +0000 2023","0","[Penitipan barang di konser NCT 127 The Link in Jakarta 2022 Day 1 &amp; Day 2] https://t.co/I9tcgFRGBB","1612095949412904963","","KontanShop","in","Bekasi - Jakarta Timur","0","1","0","https://x.com/KontanShop/status/1612095949412904963","1351009084640784386","KontanShop"
"1743161402754478338","Fri Jan 05 06:43:59 +0000 2024","0","konser jonas brothers di indo ga ada QN sama free seating yatuhan engga pernah liat the link in jakarta?!","1743161402754478338","","","in","fanacc ; she/her ; 96","0","0","0","https://x.com/with4723/status/1743161402754478338","563488286","with4723"
"1614259804155031558","Sat Jan 14 13:55:06 +0000 2023","0","pengalaman war: the link in jakarta seventeen be the sun + add show maniac in jkt born pink in jkt konser nadin selamat ulang tahun tulus tur manusia (presale+general) testimoni the link below https://t.co/2sNfZ0qsER","1614259817413214208","https://pbs.twimg.com/media/FmcAvetaEAAYgGs.jpg","bonavenuez","in","","0","0","0","https://x.com/bonavenuez/status/1614259817413214208","1533133764158976000","bonavenuez"
"1631947898660491265","Sat Mar 04 09:21:13 +0000 2023","3","Buat yang nntn have fun ya jangan rusuh jangan sampe kaya the link day 1 kmrn pokonya have fun nikmatin konser nya semoga suatu saat gua juga bisa nntn dream #THEDREAMSHOW2_in_Jakarta #NCTDREAM_THEDREAMSHOW2 #SiapKetemu7Dream","1631947898660491265","","","in","","0","0","0","https://x.com/nanagfofc/status/1631947898660491265","1500811354885672964","nanagfofc"
"1632013213092159488","Sat Mar 04 13:40:45 +0000 2023","1","Konser NCT Dream &amp;lsquo;The Dream Show 2 in Jakarta&amp;rsquo; Dapat Kado Spesial dari Alumni Penonton Konser The Link NCT 12 #NCTDREAM_THEDREAMSHOW2 #NCTDREAM_THEDREAMSHOW2_in_JAKARTA https://t.co/VfPNF4xWJS","1632013213092159488","","","in","Jakarta","0","0","0","https://x.com/Kilat_com/status/1632013213092159488","174631261","Kilat_com"
"1628583119363403776","Thu Feb 23 02:30:47 +0000 2023","0","Jaswar tiket konser Tour Suga ! - Pake Akun Customer - Pengalaman War TDS 2 &amp; The Link - No DP &amp; Fee setelah tiket secure - Join grup - Trusted soalnya timnya juga kpopers ada kontak timnya juga~ tag. #AGUSTDINJAKARTA #AgustDOnTour #SUGA_AgustD_Tour_in_jakarta #zonauang","1628583119363403776","","","in","Jualan ku :","0","0","0","https://x.com/canztick/status/1628583119363403776","1261387796675088389","canztick"
